,Ticker,Cov_mar,Market_var,Beta,Volatility%,Return%,CV,Sharp Ratio,CAGR,MAXDD%,Value at Risk
74,VISHNU.NS,0.04433959714868058,0.05483875376555958,0.8085449450262163,55.31100667186352,100.94223284528327,54.79471288953961,1.7345956730541428,174.02749010704213,55.20649241304757,-156126.31443199856
19,FCL.NS,0.04892320108961999,0.05483875376555958,0.8921282438104067,58.78631544194336,91.44104962457006,64.2887583676069,1.470428091550289,149.22223099235515,59.2867780444854,-64307.48539188053
5,TATAELXSI.NS,0.0448306000958942,0.05483875376555958,0.8174985209829694,45.81989932672618,90.08009589021924,50.86573107400659,1.8568372506351858,145.8579293900536,50.01376947775853,-173224.41049438674
75,BALAMINES.NS,0.05961032433064749,0.05483875376555958,1.0870109227041662,58.302676097533,88.06279110770033,66.20580084297933,1.4246823073566433,140.95448562986027,54.27572380858078,-53945.48330961351
104,TANLA.NS,0.03145370981999417,0.05483875376555958,0.5735671885335233,57.56652959715088,86.02122142150917,66.9213115622614,1.4074362652828583,136.09162029239465,71.6156557177778,-48586.79610907016
121,DSSL.NS,0.04374515892978289,0.05483875376555958,0.7977051979845718,74.48368372028595,83.08887920362916,89.64338481175787,1.0484024863335446,129.2782096173821,60.434783714405015,38422.10474867465
123,DEEPAKFERT.NS,0.048533768831530905,0.05483875376555958,0.8850268377545005,55.03067107474282,80.85721519687526,68.05907294822279,1.378453391815734,124.22492396140252,50.02007867872099,-44222.60002398249
88,GLOBAL.NS,0.016465579359042318,0.05483875376555958,0.3002544410369735,59.10101031181673,78.37718867274926,75.40588188048316,1.2415555721570826,118.73980567370678,60.352425335676486,-12835.566354942828
20,ALKYLAMINE.NS,0.048446641828301884,0.05483875376555958,0.8834380525023503,48.0433648324808,77.52161602036594,61.974152886414515,1.5095032638375083,116.87881835328562,45.53665201711974,-74580.45580905359
111,GRAVITA.NS,0.04442723403371104,0.05483875376555958,0.8101430281155059,57.00075667351212,74.42288985685941,76.59035651953856,1.2179292681060103,110.27019989296498,51.860119132092755,-9544.707506266408
64,VINYLINDIA.NS,0.03648996633482718,0.05483875376555958,0.6654047334996879,58.72777402372873,73.12346469660781,80.31317206780699,1.159987175217688,107.55921615659858,43.807501903029014,2367.0098036524723
110,PITTIENG.NS,0.05138868798911755,0.05483875376555958,0.93708708642083,59.46906447289603,72.3370071457343,82.2111210007434,1.132303118311609,105.93544179368712,57.628867552452476,8041.18862288112
41,APLAPOLLO.NS,0.05218613301428206,0.05483875376555958,0.9516287193064652,46.44669590620961,71.83003661764691,64.66194101145534,1.4388544828376517,104.8954555219075,49.323653050790824,-57612.58110949918
49,LAURUSLABS.NS,0.03809535499121296,0.05483875376555958,0.6946794442863143,42.72902026976503,71.79257037918242,59.51732894376922,1.5631664371777019,104.81880698076749,37.48412866351953,-85351.46042473972
134,SRHHYPOLTD.NS,0.051668692102620414,0.05483875376555958,0.9421930396797227,59.3860912742383,69.8872319123346,84.97416430619435,1.0926334857213056,100.95843247364806,48.60703694215639,14707.539654085835
80,DEEPAKNTR.NS,0.05895947144643042,0.05483875376555958,1.0751424384749382,46.82076750435978,67.5734978241345,69.28865459386846,1.3364475030937477,96.36830613761352,41.228338870770024,-39872.36824761695
84,TRIDENT.NS,0.04142719012380886,0.05483875376555958,0.7554363890345446,56.09795260817805,66.86365159158831,83.89902626143048,1.102779133913877,94.98119910017337,60.0000005779844,8437.16218818241
131,GLOBUSSPR.NS,0.04813822664140931,0.05483875376555958,0.8778140153805172,57.22938202693585,66.73672266777919,85.75395934833114,1.078759205170552,94.73420258139606,57.9875846000388,14123.144998983771
35,CANTABIL.NS,0.02307962507620321,0.05483875376555958,0.4208634130321525,44.795531347032714,66.48781967323046,67.37404169243413,1.372632890474765,94.25075940690233,42.304383326678405,-46948.31587017939
133,MANINFRA.NS,0.057721805449100154,0.05483875376555958,1.0525732531389367,57.01489631689765,66.2967715219155,85.9995064737812,1.075100990822092,93.88050174506799,53.975535890615504,13513.098310854257
39,CDSL.NS,0.043335786283949615,0.05483875376555958,0.7902401733856654,42.133966803589374,65.75874491709422,64.07355684283522,1.4420371383574122,92.84157626778654,36.88947172471085,-60630.33911337724
132,GOLDIAM.NS,0.054873470027821135,0.05483875376555958,1.0006330607440492,56.50241625380702,65.06812750820237,86.83578030839205,1.063107234890244,91.51615436298819,54.964955255853766,14731.480661925263
61,MIRZAINT.NS,0.05661446793295433,0.05483875376555958,1.0323806440785668,60.85391989423604,64.99427003813335,93.62966898240708,0.9858735500096499,91.37494860531604,55.21835879589522,29923.033232928312
58,VIDHIING.NS,0.048481817705018596,0.05483875376555958,0.8840794944444319,54.596889265670114,63.08532064966448,86.54452209075122,1.0638943249498987,87.76118976545004,43.94993270959052,12833.13288746815
124,KOPRAN.NS,0.04990641268179112,0.05483875376555958,0.9100573819592137,59.35031377982906,62.84637759116821,94.43712757148559,0.9746600128477841,87.31368783662654,55.525604639823676,29424.101675103782
122,JUBLINDS.NS,0.03814402474573854,0.05483875376555958,0.695566950861202,59.74440424176707,61.78431193315219,96.69834035929347,0.9504540660136754,85.33748051013868,56.348525925066475,32745.67989887632
7,NAVINFLUOR.NS,0.040028939477414316,0.05483875376555958,0.7299388977463183,43.29443110696777,60.72342432774689,71.29774314651894,1.2870806453160395,83.38428010771072,30.015244836442957,-32066.417891269055
50,PERSISTENT.NS,0.03567347644073231,0.05483875376555958,0.6505158121068817,39.1123548211804,60.43037254196212,64.72300794442604,1.4172087770063146,82.8483799847651,37.225042301184494,-53155.64985642303
