Date,ACE.NS,FILATEX.NS,GLOBUSSPR.NS,GNA.NS,IMFA.NS,SANDUMA.BO,PETRONET.NS,HEIDELBERG.BO,GMBREW.NS
2016-01-01,44.95088195800781,9.107540130615234,78.91940307617188,,63.24325180053711,472.57366943359375,103.43009185791016,69.34921264648438,571.9561767578125
2016-01-04,44.80619430541992,8.858699798583984,76.63188934326172,,63.179988861083984,462.8207092285156,99.67626190185547,67.31861114501953,633.6368408203125
2016-01-05,45.62611389160156,8.928376197814941,76.58216094970703,,64.00242614746094,477.5979309082031,103.74954223632812,68.2897720336914,666.9603881835938
2016-01-06,45.433189392089844,9.276751518249512,74.89139556884766,,62.652793884277344,465.4806213378906,107.10405731201172,67.80419158935547,653.8394165039062
2016-01-07,42.97343444824219,8.579999923706055,71.65902709960938,,59.1943473815918,447.6495056152344,105.04743194580078,66.12673950195312,636.6107177734375
2016-01-08,43.118125915527344,8.858699798583984,74.4438247680664,,60.712684631347656,445.7777404785156,105.44676971435547,65.86189270019531,666.8378295898438
2016-01-11,43.600433349609375,9.236936569213867,76.28378295898438,,59.257598876953125,434.25152587890625,104.5682144165039,66.17088317871094,632.0120239257812
2016-01-12,43.118125915527344,8.958236694335938,73.99626922607422,,57.92905807495117,428.6362609863281,102.69129943847656,65.86189270019531,596.5733032226562
2016-01-13,41.23713302612305,8.550139427185059,70.81363677978516,,55.50392150878906,406.7660217285156,103.7295913696289,64.49343872070312,562.7899780273438
2016-01-14,40.22429275512695,8.3610200881958,68.22773742675781,,54.61821746826172,400.7566223144531,102.4716567993164,63.25742721557617,588.142822265625
2016-01-15,38.00569152832031,7.942969799041748,67.63099670410156,,54.217552185058594,390.3141174316406,100.8343505859375,61.800689697265625,565.1198120117188
2016-01-18,36.17292404174805,7.4651970863342285,58.978206634521484,,53.142051696777344,369.6261901855469,99.25695037841797,59.549381256103516,494.05828857421875
2016-01-19,37.04107666015625,7.694129943847656,59.4257698059082,,52.10873031616211,363.71527099609375,99.09721374511719,60.82954406738281,512.2376098632812
2016-01-20,35.49769592285156,7.286032676696777,58.33173751831055,,51.64479446411133,353.272705078125,96.6811752319336,60.96197509765625,510.8274230957031
2016-01-21,36.221153259277344,7.495058059692383,58.92848205566406,,51.51826095581055,366.1781005859375,96.60128784179688,59.90251922607422,516.7748413085938
2016-01-22,37.42691421508789,7.743897914886475,61.61383056640625,,52.488319396972656,389.6244812011719,100.3152084350586,60.91782760620117,521.4345092773438
2016-01-25,38.15038299560547,7.564733028411865,63.00623321533203,,52.86790466308594,394.55023193359375,100.27526092529297,61.403404235839844,516.1615600585938
2016-01-27,38.00569152832031,7.5945940017700195,62.409488677978516,,50.801265716552734,388.04827880859375,99.07723999023438,61.13854217529297,521.8023071289062
2016-01-28,37.90922164916992,7.554779529571533,61.51436996459961,,48.50265884399414,391.6933288574219,97.18035125732422,61.050262451171875,511.4098205566406
2016-01-29,38.43976593017578,7.5945940017700195,61.76301193237305,,50.611473083496094,385.3883972167969,98.07888793945312,62.28627395629883,508.4361572265625
2016-02-01,39.06675720214844,7.524918556213379,62.26029968261719,,51.26520538330078,379.6745910644531,102.07232666015625,61.800689697265625,517.0813598632812
2016-02-02,38.102142333984375,7.514965057373047,60.66898727416992,,50.67474365234375,370.8082580566406,101.65299987792969,62.86013412475586,518.0623168945312
2016-02-03,37.42691421508789,7.286032676696777,57.1879768371582,,49.4305419921875,348.64251708984375,101.43336486816406,64.09615325927734,508.22149658203125
2016-02-04,36.799922943115234,7.425382614135742,55.29828643798828,,51.03323745727539,342.53466796875,102.11225891113281,64.18443298339844,491.0846252441406
