Date,Close,High,Low,Open,Volume
2022-06-24,952.8983154296875,974.4926167153814,926.2909725420946,926.2909725420946,381897
2022-06-27,991.0258178710938,1017.0547060836615,978.4933902131909,991.9898507678556,427203
2022-06-28,982.0121459960938,994.8819617914478,970.3473124967312,993.9179288827352,158482
2022-06-29,970.4437255859375,991.3150610469768,947.6443243581472,955.5494057698061,194620
2022-06-30,968.5156860351562,1027.5144530228106,959.2127449228095,978.4934031122127,332525
2022-07-01,965.0451049804688,967.8890137510035,945.0414226743599,962.1048164576708,160015
2022-07-04,961.960205078125,974.8782694653435,954.3925703542052,970.2027334394667,117679
2022-07-05,966.29833984375,985.1934197151974,959.2127216668933,968.8530505278671,185918
2022-07-06,955.26025390625,988.1337532844353,945.8126841200003,986.8805222433717,182390
2022-07-07,971.2631225585938,979.4574020044976,954.392547228792,964.3702639593158,228071
2022-07-08,974.3480224609375,983.3135162825937,965.6235368540564,983.3135162825937,219458
2022-07-11,960.7551879882812,972.4200216661359,951.5004954589866,972.4200216661359,181740
2022-07-12,949.6687622070312,968.1300153105246,941.860119450717,957.9594802410372,130925
2022-07-13,938.05224609375,959.9839956095552,934.147924431444,952.5609301593024,124233
2022-07-14,904.1664428710938,940.3176751187402,896.1167331866801,936.0759069990579,245513
2022-07-15,875.2454833984375,917.7111203879666,861.0741881631395,908.0226016221673,376809
2022-07-18,926.8212890625,975.6013321331995,872.4016180070503,872.4498078859147,1540770
2022-07-19,927.6406860351562,937.9558501446029,909.3240603820849,924.507579015552,327470
2022-07-20,967.2623901367188,979.6502482499409,939.4500644082574,945.1860719517416,598306
2022-07-21,953.283935546875,977.6257669336795,941.6673505540236,969.817123767338,318489
2022-07-22,909.6614990234375,968.8531477026239,901.3708389074163,952.9466034866107,555685
2022-07-25,880.403076171875,935.1119451264371,874.3778703398748,919.6874181965165,723753
2022-07-26,704.3223876953125,838.7085926241526,704.3223876953125,838.7085926241526,5052805
2022-07-27,564.1520385742188,683.4992942679834,563.4772038076675,674.8229985720569,12912353
2022-07-28,613.5587768554688,620.5480156753042,563.9592702901733,586.3248462816271,7002722
2022-07-29,669.5208740234375,674.7266754135758,613.3177656250153,623.7293095653911,3512419
2022-08-01,723.024658203125,728.3750289058487,666.2430981762807,677.7151129557292,3609178
2022-08-02,759.1759033203125,759.1759033203125,708.5641764322917,723.9887027219742,1258574
2022-08-03,736.4247436523438,795.327129331087,726.2059597776057,776.0464716503334,2642965
2022-08-04,738.4973754882812,766.4061391145842,714.5411819714133,744.1370031366478,1593025
2022-08-05,722.9282836914062,751.9456499816625,713.3843345979876,751.9456499816625,698194
2022-08-08,694.2964477539062,732.6649421678768,690.2474981476314,723.458440517825,916001
2022-08-10,729.001708984375,729.001708984375,694.1518952416275,696.7066060264946,886269
2022-08-11,723.5548095703125,750.01752181892,720.1325048826906,744.2333249925531,814123
2022-08-12,723.6995239257812,736.5693398560617,720.469978343796,724.9527549522667,396496
2022-08-16,723.4103393554688,732.3758339002836,714.3484062130274,728.8570901447855,389820
2022-08-17,725.1455688476562,737.4851783647333,719.2167428973917,726.8808163228874,457623
2022-08-18,719.347900390625,735.0356533660188,715.2067170832628,729.7252423498052,472715
2022-08-19,709.5552978515625,731.9664096024726,706.4372182352123,720.7608537270175,384661
2022-08-22,692.6981811523438,724.9506668706609,691.8212009115178,711.309122063955,385472
2022-08-23,676.9129638671875,689.6288207264738,666.4869139906862,686.9492315254879,500546
2022-08-24,681.6875,691.821243410759,678.1796977660399,678.1796977660399,297533
2022-08-25,680.907958984375,694.7443950152059,678.2770777118538,688.8006028019386,262727
2022-08-26,711.8450317382812,714.9144031248702,681.9798280988313,685.68252124275,720533
2022-08-29,699.0804443359375,720.517157017953,683.1490335456276,684.0747216695611,676351
2022-08-30,701.5164794921875,710.3347522449145,696.7906227547069,703.5139795896135,283711
2022-09-01,702.7344970703125,718.9094489523357,696.7906450258338,699.6164175766013,359049
2022-09-02,723.5377807617188,735.4741324687263,692.0160920836079,707.1192309781889,1271516
2022-09-05,725.0968627929688,737.4229374547457,721.0530952939079,734.2074423026481,590834
2022-09-06,739.6641235351562,743.8540747272352,721.1505959377931,730.7971420011781,548517
2022-09-07,776.642333984375,776.642333984375,735.181795327267,738.2023991930591,1065597
2022-09-08,812.8411865234375,815.4720677196444,786.3376024041793,802.9023350446638,1672281
2022-09-09,851.232421875,853.4735805163821,828.2366973607744,847.7246196516162,2788951
2022-09-12,836.9575805664062,870.9152624276113,823.3647424504036,867.1151531459082,994595
2022-09-13,807.2384643554688,841.87823396257,803.8767859017595,841.87823396257,632306
2022-09-14,790.3326416015625,802.36646894766,779.5168688354378,788.2864336098364,369315
2022-09-15,789.3095092773438,813.2309204367072,784.4862369300484,790.3326132364875,289078
2022-09-16,776.1552124023438,788.2864559112843,757.1544881869296,788.1890400888908,442892
2022-09-19,751.649169921875,788.3351471395184,746.0951002973453,774.6448939274848,296461
2022-09-20,758.3724365234375,776.3987635126853,755.4005404548284,764.3162881330711,250047
2022-09-21,738.494873046875,762.3188115678369,735.6691003954601,759.0546082226006,217189
2022-09-22,739.322998046875,750.2849535368616,733.7202207964374,740.5409931013179,317927
2022-09-23,721.783935546875,745.2181506519216,719.3479452142835,745.2181506519216,256032
2022-09-26,698.9830322265625,719.1043358743449,692.1622593930659,719.1043358743449,320501
2022-09-27,706.7781372070312,717.1554787248275,700.6881620140555,702.5395382616857,204847
2022-09-28,742.1000366210938,742.1000366210938,701.8087821827025,706.7781784411243,241755
2022-09-29,752.5260620117188,779.1758298217181,743.5128984954267,760.0289235359801,795610
2022-09-30,766.9472045898438,774.4500670224007,742.8308992888965,750.4799449364889,322075
2022-10-03,768.2626342773438,783.804264317565,761.5879851582619,767.8241441279644,292081
2022-10-04,776.6911010742188,786.1427550602504,769.7242047004975,777.3731902330409,210482
2022-10-06,770.7960205078125,784.2426747496688,767.8241243069456,783.4144618563253,203935
2022-10-07,790.722412109375,802.2689817689557,757.1057476389209,768.5061935712104,399460
2022-10-10,781.4656372070312,794.035370123143,775.6192608688241,775.6192608688241,379810
2022-10-11,760.3212280273438,788.7736046606674,755.1569408425166,785.3632184762173,217872
2022-10-12,763.6829223632812,777.56806640625,755.2543725412143,763.9265213815789,267172
2022-10-13,791.3558349609375,849.9657260668645,770.9909322044216,773.6705215422569,3452310
2022-10-14,799.7842407226562,816.3976809567338,793.6455576957354,807.7742999751562,785568
2022-10-17,782.05029296875,799.6868982177565,779.7117779915751,799.6868982177565,221280
2022-10-18,781.3194580078125,796.6661959741394,779.6142649004428,788.2864136354606,259634
2022-10-19,772.7448120117188,788.5300406608591,766.4112373879368,785.3632533489681,234238
2022-10-20,797.0559692382812,808.7487218432437,771.7703798355666,773.4268650157527,537659
2022-10-21,761.2469482421875,779.516875,755.2543884766579,779.516875,585725
2022-10-24,754.2312622070312,774.6448716629468,747.5566729508515,774.6448716629468,108864
2022-10-25,723.9275512695312,753.9876453750674,719.1042789673405,753.9876453750674,411846
2022-10-27,725.6814575195312,738.5922051692577,721.1504921025479,723.0018683846823,251628
2022-10-28,717.3991088867188,729.4328766016583,712.3809453208196,724.6583715264734,180122
2022-10-31,723.0505981445312,725.535296250182,718.9094148109745,721.0043901686818,173731
2022-11-01,722.8069458007812,728.8482129361786,719.542742967639,728.8482129361786,172564
2022-11-02,746.5336303710938,755.1570124664192,723.2942466265778,724.1712269461523,540066
2022-11-03,745.8514404296875,758.7621876085907,736.2048961070512,744.8283365099928,200750
2022-11-04,745.16943359375,756.9108949582458,741.125665902312,749.3106171083278,149325
2022-11-07,745.023193359375,759.0545202178363,743.4641834739526,748.9207775453459,150999
2022-11-09,747.8489990234375,758.031450057719,743.4642166187398,745.3643008885923,110180
2022-11-10,725.7301635742188,748.5310548524001,722.9044507226795,747.8489657253338,141866
2022-11-11,733.8663940429688,744.0487849821383,730.8944385724867,735.474111809589,482485
2022-11-14,729.77392578125,743.0743960388579,728.6046386392017,733.8664010422119,128174
2022-11-15,737.2280883789062,748.3362280530366,726.0225328807163,730.7970977080436,179363
2022-11-16,737.5203857421875,747.3617619475771,735.2305193669829,737.0331877226649,146141
2022-11-17,729.0918579101562,738.3973284654452,724.7070756039809,736.5460116196209,80285
2022-11-18,723.7327880859375,732.9895521206954,718.1300098543736,731.4305419669694,121244
2022-11-21,719.1043090820312,725.6327747310535,716.6683188751138,724.950685578633,97136
2022-11-22,705.8526000976562,722.6609338101423,701.5652332168071,719.1043640472273,206755
2022-11-23,712.7220458984375,719.3966354568308,706.4371791002344,706.4371791002344,141360
2022-11-24,713.5989990234375,715.8888656669629,709.8963055356768,715.8888656669629,81293
2022-11-25,718.6171264648438,723.0019089314089,711.7963537390757,717.5453145397619,85253
2022-11-28,797.44580078125,827.2622979795306,717.301720676637,717.350428587688,5591154
2022-11-29,768.65234375,813.4258566756247,760.1751452132248,801.9279945294671,1140061
2022-11-30,771.3807373046875,788.0915956233753,760.8085033749825,771.1371382667554,446894
2022-12-01,769.870361328125,781.173392160746,765.875360969542,776.5937184385814,322708
2022-12-02,772.5011596679688,790.2351792850002,765.0470657317743,769.7728626820594,297663
2022-12-05,783.268310546875,797.4945298234147,772.0627549769774,772.5499530452338,476596
2022-12-06,772.0139770507812,783.3657148006363,766.1188928539872,779.5655464239048,174953
2022-12-07,763.2931518554688,776.7885733596577,761.0033448373068,772.6960978949863,127448
2022-12-08,746.5336303710938,766.3625681352759,742.1975556308346,765.8753700627168,167515
2022-12-09,748.9207763671875,771.7216676082143,745.4129743942979,749.7977565966173,272213
2022-12-12,743.951416015625,761.4418377561865,736.838336440673,759.5417534828811,261552
2022-12-13,736.497314453125,750.5286429595458,731.771516861563,746.8746573560427,200583
2022-12-14,732.5509643554688,742.4898163108055,730.8944791175097,738.5435240634796,169179
2022-12-15,729.9688720703125,739.225635146696,727.8738966377423,732.5509860871155,154886
2022-12-16,722.0274658203125,733.1843123755816,719.1042776995824,728.604639091955,203239
2022-12-19,717.3504028320312,730.6996409637387,713.7938333667238,724.9506803280843,159119
2022-12-20,732.3560791015625,741.8077330902959,719.7376972856272,719.8838210160051,276506
2022-12-21,709.9449462890625,739.664026150962,707.4115403193096,739.5179024252545,220030
2022-12-22,689.1903686523438,719.6402476175472,683.4414671871652,713.2579648809245,235274
2022-12-23,639.6422729492188,686.9491873617017,634.4292186099058,686.9004794556621,400362
2022-12-26,668.7767333984375,680.323362762475,640.7141378666848,641.1039200921274,264128
2022-12-27,679.154052734375,696.5469985886061,673.4050922005983,681.1028448512599,272006
2022-12-28,690.115966796875,698.5932238888623,676.5718386118966,682.1259077047443,228436
2022-12-29,687.485107421875,691.2852757297744,682.5644193623536,685.0004094385934,90467
2022-12-30,696.1573486328125,704.0012258288783,691.8212738249184,691.8212738249184,111296
2023-01-02,700.5420532226562,702.9293354436627,694.5982016241895,698.3496621064612,120573
2023-01-03,699.372802734375,705.9012685171489,696.6932134518678,701.272887029182,97774
2023-01-04,698.495849609375,705.3653899786324,692.0161509577517,699.3241220123484,116848
2023-01-05,685.2927856445312,702.6370248465843,682.0772903132528,699.6164206355936,105938
2023-01-06,675.1590576171875,687.6313153619036,672.4307010556797,687.6313153619036,103253
2023-01-09,683.1978149414062,693.5263892929463,677.4975623596589,678.5694336991983,83721
2023-01-10,709.9449462890625,735.620318181071,688.459525037484,689.8724112204837,1572772
2023-01-11,708.5321044921875,725.3404361873405,701.5651490150857,711.309109418073,328775
2023-01-12,706.7294921875,718.8607357458757,702.101110628987,706.4371852467094,176752
2023-01-13,713.6964111328125,725.1942728283522,709.4090446492612,710.2860248984837,294545
2023-01-16,699.1778564453125,717.5452572158001,693.0391733770181,715.4989898780929,140262
2023-01-17,686.5594482421875,700.590775461822,683.4414283910834,698.6419833186736,173666
2023-01-18,693.867431640625,696.6932040895356,687.046659013175,689.8724314620856,143632
2023-01-19,685.5363159179688,694.4520633932167,683.2952169404899,693.6725584626694,109183
2023-01-20,680.12841796875,690.8467741258506,677.0590467347969,689.1902890070888,126037
2023-01-23,653.7710571289062,664.7817208602504,641.5423983062094,652.8453689649949,447487
2023-01-24,653.7710571289062,670.3357903713016,646.1707796533493,647.9733885995845,297615
2023-01-25,646.901611328125,657.1327706430236,644.0758387759946,653.819800028279,152320
2023-01-27,630.09326171875,661.1277537081228,622.6391077663824,650.1657975854752,219708
2023-01-30,612.5540771484375,641.1038684249285,609.1436911041233,631.0676013890005,199313
2023-01-31,630.2393798828125,635.3062514514487,608.9975569895022,614.9413493567527,230607
2023-02-01,621.080078125,647.5836036219652,614.843919494881,637.9371182230071,164655
2023-02-02,618.3030395507812,637.9371449513193,613.8695491458781,619.9595248318491,166907
2023-02-03,607.5359497070312,624.0519749897009,600.2279791812851,621.0800788703807,172228
2023-02-06,602.9075927734375,618.6928216423531,600.2280034722222,609.9719645675505,159274
2023-02-07,595.4047241210938,611.5797350403823,593.4072240135613,605.9281900908901,147526
2023-02-08,598.23046875,606.0743450836901,590.72760724596,596.7201667620399,154645
2023-02-09,611.0437622070312,621.9083023631731,595.4534248191569,600.2279894331604,253692
2023-02-10,616.1593627929688,622.2981059279,606.0743867383009,608.997575098775,138128
2023-02-13,600.6664428710938,617.864497067988,595.3559726282899,617.864497067988,107184
2023-02-14,599.2536010742188,606.0743737693725,594.4790363986439,600.6177794022168,105354
2023-02-15,588.7301025390625,598.3278797975131,586.8787262637928,597.304775844302,168334
2023-02-16,636.0857543945312,647.388784699539,599.2535941601471,599.2535941601471,2840797
2023-02-17,657.9122924804688,675.2565320587785,641.1526668032847,641.1526668032847,1895213
2023-02-20,648.1682739257812,664.5381159130266,638.814036024201,657.6686355535701,444537
2023-02-21,629.8983764648438,657.5711902729204,625.562301885948,647.9734123896502,242486
2023-02-22,641.152587890625,651.6273452155858,618.9850782029173,624.0519494545904,440998
2023-02-23,629.7034912109375,652.8453990117263,624.7340947984726,641.1526455965909,244658
2023-02-24,638.4730224609375,646.998988041301,631.457358888898,632.7728292618895,185583
2023-02-27,659.2763061523438,667.3638404853912,613.8694765932963,638.4242675515105,422560
2023-02-28,657.9122924804688,676.4258193334512,649.9222321546973,662.589382106738,463919
2023-03-01,644.660400390625,657.6199153832918,641.1525984131965,651.8709549216238,312250
2023-03-02,632.6266479492188,645.3912126671983,629.1188458889482,642.8090987671819,212676
2023-03-03,632.28564453125,642.1270212192395,625.805886764881,635.7934466548616,212184
2023-03-06,630.6778564453125,648.411876817671,628.4854652873335,635.4524209783224,254313
2023-03-08,628.1444702148438,638.8628273244143,623.6135045568308,624.6853164788205,181001
2023-03-09,624.4417114257812,633.3574594516446,622.6391024455398,629.9470731315204,142797
2023-03-10,618.1080932617188,622.8826575623076,614.5028755553625,621.6646625338323,168311
2023-03-13,604.1256103515625,619.6185328576113,601.6896199872417,616.9876513696606,179385
2023-03-14,593.2123413085938,610.946362447979,588.5352518637629,604.1742975726125,224015
2023-03-15,588.8275146484375,604.1255443597727,585.7094354282267,595.6482869234673,161573
2023-03-16,571.3370971679688,587.5608151053665,568.0728942063494,587.5608151053665,378693
2023-03-17,576.598876953125,589.5096249372888,569.6319212330812,576.8424759716941,260696
2023-03-20,558.91357421875,572.9449017233919,556.3801681701647,570.2653124721346,234271
2023-03-21,548.9747314453125,562.9085823827181,547.0259394408527,561.7392952855598,275808
2023-03-22,552.5313110351562,567.2447282127225,548.0004047353212,551.2159000547828,305140
2023-03-23,542.3001708984375,558.328999623294,535.9178879455701,552.1903157104018,232696
2023-03-24,525.1021118164062,551.8005307849329,520.4249626935966,543.2745644270926,349425
2023-03-27,496.74713134765625,528.1226983861121,492.36234879648003,528.1226983861121,579629
2023-03-28,509.6578674316406,530.8509825742526,480.3772765658718,496.942010240557,2220279
2023-03-29,515.6503295898438,523.2018979234399,503.1293064113403,509.85266200698857,513838
2023-03-31,509.85272216796875,527.002068489192,507.757746916679,518.2325042283,365634
2023-04-03,543.3720092773438,549.461984905968,513.7990519412931,513.8965272348021,646218
2023-04-05,561.5931396484375,567.2446843165699,542.2026939361994,548.0003623283878,459937
2023-04-06,565.49072265625,575.9654801720354,559.3033315405428,564.1753117804429,377224
2023-04-10,551.6055908203125,567.0985121049292,546.7336104757685,566.3190071442854,213637
2023-04-11,568.1702880859375,572.9448523108261,550.5337441422054,554.5775113615954,378680
2023-04-12,586.5864868164062,592.7251707141867,565.4420783041212,568.0729598238619,380882
2023-04-13,609.3873291015625,613.5772203296314,586.9274519945992,588.5839372166032,540550
2023-04-17,649.727294921875,664.9766173786223,609.3873328515801,610.8489269730926,2271709
2023-04-18,637.449951171875,649.7273184481704,623.6135144260629,649.6786105368398,754757
2023-04-19,642.2244262695312,659.568723902147,636.670416245684,638.229426169498,525927
2023-04-20,620.8364868164062,645.6835868826382,616.8901351103063,638.2294330738018,400902
2023-04-21,608.8513793945312,621.6160039900471,606.0743742980493,621.6160039900471,188046
2023-04-24,619.8621215820312,627.3162162893942,599.5946345101147,611.5797544811257,359945
2023-04-25,617.0850830078125,630.1907233981692,612.8951913683006,618.7415683924816,302861
2023-04-26,636.767822265625,646.4143670039863,608.0231386285386,616.5003962058234,861965
2023-04-27,663.5637817382812,670.3845548251652,626.5854357513333,641.2988533793501,1019248
2023-04-28,658.9353637695312,688.3621379351274,653.965967439867,668.1434188250087,838975
2023-05-02,666.97412109375,674.9154729863168,663.5150268817575,663.5637347915906,317226
2023-05-03,660.5431518554688,667.266449382902,653.3813047082484,667.266449382902,226682
2023-05-04,661.0303344726562,670.3845131933639,653.8197795824814,670.3845131933639,342816
2023-05-05,656.2557373046875,671.8460740483772,653.0889501536255,659.1789254441293,228189
2023-05-08,661.0790405273438,666.4869269435867,657.5224710024935,657.5224710024935,233640
2023-05-09,664.0509033203125,684.0260222022881,659.666121126708,662.1021112342661,660172
2023-05-10,658.740478515625,673.2102964379493,650.7504185161742,670.6281229565229,252031
2023-05-11,655.3787841796875,668.9229135749052,653.8197742298055,661.3226359924998,168530
2023-05-12,649.7760009765625,658.6430409718763,644.3681146368873,652.6504813018149,146957
2023-05-15,656.5481567382812,662.5894251562497,642.5168869478392,648.9478781677387,183372
2023-05-16,652.1632690429688,662.5893187471496,648.9964818577802,659.6661305762063,170228
2023-05-17,729.1405639648438,752.9158517534996,649.9708836380091,651.5786609351513,6679050
2023-05-18,714.6221313476562,763.3906447917494,709.3603685611199,744.9258266002421,2775589
2023-05-19,719.25048828125,745.3155833502313,712.8681463967062,717.1555129259914,1355913
2023-05-22,703.319091796875,725.3404792999778,698.4471113058016,720.0787165806512,423166
2023-05-23,701.3703002929688,720.0787172916467,695.329032583589,703.2216766703718,414797
2023-05-24,719.64013671875,726.8019828311549,699.3240043929138,699.5188954827418,492706
2023-05-25,709.798828125,722.0274868924606,705.9986596681784,721.8325957842412,183486
2023-05-26,710.1885375976562,719.1042852484425,701.1753741307889,710.3347207941932,237597
2023-05-29,709.3115844726562,727.8251085869297,706.4371043604314,713.6476585939027,209125
2023-05-30,743.85400390625,748.3362021614792,709.4577741195914,711.0168435575453,655142
2023-05-31,768.2139282226562,773.6705227300209,735.7664897040281,740.5410545022871,1402681
2023-06-01,757.9827880859375,779.5169191895811,752.4774260551926,765.8753731037635,759442
2023-06-02,755.0595092773438,767.9702567063295,750.2849449297344,760.0289052534971,360996
2023-06-05,762.1726684570312,776.5937193561111,756.1801084396565,757.1057966621058,404642
2023-06-06,784.778564453125,790.9172473763532,755.254317990015,763.6341592976389,548740
2023-06-07,817.3234252929688,826.4827722931446,786.3376416431496,788.2864338157473,939961
2023-06-08,817.61572265625,847.6271693409795,810.8924254229178,828.2366636615828,1781614
2023-06-09,815.1310424804688,834.8625634309113,804.8024676484634,826.2878896777952,655878
2023-06-12,805.679443359375,818.5901925154681,799.2484524743653,816.2516774083837,462639
2023-06-13,938.7819213867188,959.7801451552772,808.943642866982,808.943642866982,7390417
2023-06-14,973.4703369140625,1039.1933606969756,942.2409562062592,947.7950254434262,11009770
2023-06-15,982.1912231445312,994.7609560392162,950.0848612474566,976.1499557108656,3372005
2023-06-16,965.772705078125,991.8865083060241,954.908164922943,980.2424631760007,905243
2023-06-19,1002.8971557617188,1038.5113797235147,946.2360004619006,965.772689257247,4764678
2023-06-20,1022.4338989257812,1037.2934397940312,1003.7254220067205,1006.063996489708,1619459
2023-06-21,1025.259521484375,1054.004206228091,1002.7509955248729,1027.9878781227299,1733045
2023-06-22,991.9351806640625,1033.5418444951238,982.1912201467338,1027.0134385264457,769473
2023-06-23,974.980712890625,1002.2151552251408,959.8288654453448,991.9352288025434,966913
2023-06-26,980.9732666015625,993.8840148334679,966.7958153432745,966.7958153432745,622884
2023-06-27,976.19873046875,1003.2382228385176,969.572848737489,984.3349737661679,339917
2023-06-28,1003.0433349609375,1016.2950976805574,977.3192550082446,978.683433290742,998626
2023-06-30,996.6610717773438,1018.7311682207355,990.8146949152449,1007.6717957789001,490021
2023-07-03,992.9583129882812,1008.8897245726521,975.419183556075,996.6610061961525,540481
2023-07-04,1001.484375,1056.0017900794537,993.835329810552,996.8072260680796,2081270
2023-07-05,1013.9078369140625,1018.3412674850634,989.9863667920902,1001.484287527646,476172
