,Ticker,Cov_mar,Market_var,Beta,Volatility%,Return%,CV,Sharp Ratio,CAGR,MAXDD%,Value at Risk
30,GLOBAL.NS,0.01761544163595939,0.05378248956179753,0.3275311682200723,60.26364453668841,108.06121388756517,55.768061794485426,1.7101722718549104,194.22119216691692,57.90458929688328,-151566.29081291708
98,TANLA.NS,0.03164548434292297,0.05378248956179753,0.5883975360895382,57.02182398429683,87.51848425725511,65.15403513694861,1.44713863028969,139.65018170266785,71.61565571777781,-60957.512202461396
95,VISHNU.NS,0.04311099786171832,0.05378248956179753,0.8015805555483374,54.36834209344167,85.74958855045529,63.40361862080678,1.485231762478112,135.45388345355622,55.20649241304753,-69997.0175929876
100,DSSL.NS,0.043327590065625435,0.05378248956179753,0.8056077436846962,73.5593117406853,82.98386798424599,88.64290557611766,1.060149505737062,129.03961695796644,60.43478371440501,34913.34004536923
16,FCL.NS,0.04795247606157068,0.05378248956179753,0.8916001555947312,58.63556177374012,82.9206140957946,70.71288896389622,1.3288968629049833,128.89498064665204,59.28677804448535,-29047.11170624249
137,GOKULAGRO.NS,0.02454211860912274,0.05378248956179753,0.4563217286719906,62.72898562667526,76.04102973682164,82.49360357662248,1.132507229745665,113.69714414687762,53.571425327638245,11189.530080094308
67,VINYLINDIA.NS,0.035704829384626754,0.05378248956179753,0.6638746118957722,61.15039296409588,73.9098539153811,82.73645491723816,1.1268914323386465,109.19705330802162,43.807501903029014,10430.54025963218
11,TATAELXSI.NS,0.04366787744276792,0.05378248956179753,0.8119348471697717,45.64703158963789,73.34806089018085,62.233453803205705,1.4973166602512704,108.02666262010749,50.01376947775851,-71725.95067437281
89,BALAMINES.NS,0.058175611953709745,0.05378248956179753,1.0816831356767969,56.67450488386654,72.30726930470624,78.38009294063852,1.187611068550623,105.87564298241969,54.27572380858074,-4091.0931151050318
101,GRAVITA.NS,0.04236727313464596,0.05378248956179753,0.7877521751008723,54.7949523307843,71.76075498416556,76.35782586578853,1.218374177627649,104.75507407213853,51.86011913209274,-10801.803177021677
74,INFOBEAN.NS,0.034369973180435304,0.05378248956179753,0.6390550802030702,55.72546648053541,68.90674826102807,80.87084050090394,1.146814056430561,99.00157630085043,60.01378919012912,14.929724017565604
53,JASH.NS,0.029548693647082482,0.05378248956179753,0.5494110422897073,49.507499066132596,68.6932805071082,72.07036656374227,1.2865380338042545,98.5777941850659,47.817785088159276,-28708.830047530093
108,DPABHUSHAN.NS,0.017876142980525003,0.05378248956179753,0.3323784957924797,63.79290101685356,68.68473163982316,92.87784853172036,0.9983043665469638,98.5608415434318,36.418919949918184,32060.842318575873
123,DEEPAKFERT.NS,0.047977774122746716,0.05378248956179753,0.8920705328751836,53.85794914914403,67.90525171979078,79.31337825148992,1.1679845354971252,97.02117756636956,50.02007867872099,-4209.634118731818
29,APLAPOLLO.NS,0.05102182353109645,0.05378248956179753,0.9486697984196325,46.23471861878902,66.36253131407358,69.6699141869291,1.3271959502990653,94.00903436997443,49.32365305079083,-39507.28251090812
20,ALKYLAMINE.NS,0.047143349571650735,0.05378248956179753,0.8765557332090728,47.22996359711091,65.6471604565035,71.94517366581992,1.284082303637713,92.62795238096004,45.53665201711979,-29912.177561413308
60,LAURUSLABS.NS,0.03828884629375082,0.05378248956179753,0.7119203035358915,42.79289233829658,64.31495732781815,66.53645452981957,1.386093673194777,90.0821735913256,37.484128663519556,-48339.70691973396
0,DIXON.NS,0.042476802276794845,0.05378248956179753,0.7897886955937184,42.80011739438929,63.32629841436638,67.58664009434592,1.3627602437841078,88.2146661603312,42.19207886979498,-44960.8402065438
129,MAANALU.NS,0.050086939517571274,0.05378248956179753,0.9312871145546364,68.73685808192359,61.35778251641501,112.02630744279986,0.8199062932036454,84.3988034760514,67.77251221555451,57076.70924523882
118,PITTIENG.NS,0.049513489488456824,0.05378248956179753,0.9206247217612433,58.821650840488005,60.64203783566744,96.99814343292277,0.9459448526284477,83.2363000994679,57.320875211155176,32991.61662090788
122,GULPOLY.NS,0.03521578983303106,0.05378248956179753,0.6547816979087063,52.84635932190086,60.43566771579458,87.44233549369673,1.0489969115586861,82.85905157958335,61.73184553985529,12525.138439644492
54,VIDHIING.NS,0.046798412025720264,0.05378248956179753,0.8701421672187121,54.31579048887725,60.20696473300984,90.21512831570693,1.0164072774438417,82.44188539889868,43.94993270959056,18500.2407516002
66,DEEPAKNTR.NS,0.05833320443296155,0.05378248956179753,1.0846133176102815,46.84735349710118,60.01883763543569,78.05441648447064,1.1744278711248892,82.09944525635832,41.228338870770116,-12411.057728503161
38,PERSISTENT.NS,0.03570987416986778,0.05378248956179753,0.6639684116674476,39.10031257001291,59.35456984325867,65.8758250177999,1.3901313383603142,80.89543891435716,37.22504230118442,-49855.83840694785
102,DPWIRES.NS,0.04024143586506626,0.05378248956179753,0.7482256063811953,63.24073110112561,59.17772071005767,106.86577709029169,0.856690297008495,80.57623826663678,41.62337563254616,46165.871836375874
27,ASTEC.NS,0.03671635639786484,0.05378248956179753,0.6826823506501453,49.81888137052158,59.09851573548745,84.29802466359804,1.0859038630983429,80.4334613581459,30.89010590688374,4663.407776165419
93,TRIDENT.NS,0.04016121194511922,0.05378248956179753,0.7467339699656876,55.72581431924968,58.95273280253137,94.52626141337568,0.9681820438448788,80.17096436900952,60.00000057798444,27016.453801667274
41,CDSL.NS,0.04228550073845877,0.05378248956179753,0.7862317472282794,41.43044844454946,57.00312564836452,72.68101173981528,1.2551909911852759,76.69698208164448,36.88947172471085,-27246.341696478557
